id,Google Scholar,Scopus,Web of science,Авторы (Соавторы),ВАК,Вид деятельности,Вид достижения,Вклад %,Дата выдачи,Дата мероприятия,Дата публикации,Должность подписанта,Литературная ссылка,Место или степень,Место проведения,Место публикации,Наименование,Наименование мероприятия,Наименование статьи,Номер патента,Номер удостоверения,Подписант,РИНЦ,Ссылки на новости,Ступень,Уровень мероприятия,Уровень участия,awarded
1887,0,0,0,,0,общественная,благодарность,,,2025-01-26T19:00:00.000Z,,"Командир Тюменского регионального отделения ""РСО""",,,Тюменская обл.,,,"Всероссийская патриотическая акция ""Снежный десант РСО""",,,,А.А. Кабакова,0,,,Всероссийский,волонтёр,Да
1888,0,0,0,,0,общественная,благодарность,,,2025-09-06T19:00:00.000Z,,Руководитель центра добровольцев управления молодежной политики,,,г. Тюмень,,,"Фестиваль студенческих объединений ТюмГУ ""UTMN FEST""",,,,Ошуркова Е.Я.,0,https://vk.com/spastgu?w=wall-215849886_335,,Университетский,организатор площадки студенческого спасательного отряда тюмгу,Да
1892,0,0,0,,0,учебная,диплом,,,2025-12-14T19:00:00.000Z,,Исполнительный директор ICPC,,0.0,Санкт-Петербург,,,"Международная студенческая олимпиада по программированию (ICPC), Финал Северной Евразии",,,,Уильям Б. Паучер,0,https://www.utmn.ru/scs/novosti/main/1340098/,,Международный,,Нет
1896,0,0,0,,0,общественная,благодарность,,,2025-03-14T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,г. Тюмень,,,Весенний кубок студенческой лиги КВН ТюмГУ «Юмор на Туре»,,,,Д.Ю. Степанчук ,0,,,Университетский,волонтёр,Да
1897,0,0,0,,0,общественная,благодарность,,,2025-09-16T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,г. Тюмень,,,"Праздничный забег на 1930 метров, посвящённый 95-летию Тюменского государственного университета",,,,Степанчук Д.Ю.,0,https://vk.com/molpolutmn?w=wall-142012747_22243,,Университетский,волонтёр регистрации,Да
1898,0,0,0,"Изосимова Ксения Степановна, Соловьева Анастасия Юрьевна, Попов Вадим Владимирович, Чернышева Татьяна Юрьевна",0,научно-исследовательская,научная статья,25.0,,,2025-05-05T19:00:00.000Z,,"Изосимова К.С., Соловьева А.Ю., Попов В.В., Чернышева Т.Ю. Использование больших языковых моделей, расширенных с помощью технологии поисковой дополненной генерации, в анализе внутренних нормативных документов вузов // Социально-гуманитарные проблемы образования и профессиональной самореализации (Социальный инженер-2024) : Сборник по материалам Международной научной конференции молодых исследователей, Москва, 16–20 декабря 2024 года. – Москва: Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство), 2025. – С. 192-197. URL: https://elibrary.ru/item.asp?id=82110644.",,,Москва,,,"Использование больших языковых моделей, расширенных с помощью технологии поисковой дополненной генерации, в анализе внутренних нормативных документов ВУЗов",,,,1,,,<NULL>,,Да
1899,0,0,0,,0,общественная,благодарность,,,2025-06-06T19:00:00.000Z,,Руководитель центра молодежных инициатив ТюмГУ,,,г. Тюмень,,,Отчетный концерт творческих объединений «UTMN STAR 2025»,,,,Конищева А.О.,0,,,Университетский,волонтёр,Да
1902,0,0,0,,0,общественная,благодарность,,,2025-02-18T19:00:00.000Z,,"Комиссар Тюменского регионального отделения МООО ""РСО""",,,г. Тюмень,,,"Региональный карьерный форум ""ТРУД КРУТ""",,,,Д.Р. Копылова,0,,,Региональный,волонтёр,Да
1905,0,1,0,"Чернышева Татьяна Юрьевна, Бакановская Людмила Николаевна, Соловьева Анастасия Юрьевна, Изосимова Ксения Степановна, Попов Вадим Владимирович",0,научно-исследовательская,научная статья,20.0,,,2025-05-15T19:00:00.000Z,,"Чернышева Т.Ю., Бакановская Л. Н., Соловьева А. Ю., Изосимова К. С., Попов В. В. Quantifying the quality of responses generated by augmented large language models // Proc. SPIE, IV Международная научно-практическая конференция «Компьютерные приложения для управления и устойчивого развития, материаловедение и оптика» (CMSD-IV-2024), 23-25 декабря 2024, Душанбе. – Беллингхем: SPIE, 2025. – С. 136510H. URL: http://doi.org/10.1117/12.3060774.",,,Беллингхем,,,Quantifying the quality of responses generated by augmented large language models,,,,1,,,<NULL>,,Да
1906,0,0,0,,0,общественная,благодарность,,,2025-10-26T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,г. Тюмень,,,Фестиваль «Дебют первокурсника — 2025»,,,,Д.Ю. Степанчук ,0,,,Университетский,волонтёр,Да
1907,0,0,0,,0,учебная,диплом,,,2025-11-13T19:00:00.000Z,,"Заместитель министра образования Иркутской области, Проректор по научной работе и международной деятельности Иркутского государственного университета",,2.0,Иркутск,,,"5 Всероссийский профессиональный конкурс ""Субстанция"" для учителей и преподавателей математики",,,,"Е.В.Апанович, Д.В.Аксёнов-Грибанов",0,https://www.utmn.ru/scs/novosti/main/1334999/ ,,Всероссийский,,Нет
1908,0,0,0,,0,общественная,благодарность,,,2025-09-19T19:00:00.000Z,,"Главный судья соревнований, руководитель Тюменского РО ВСКС",,,г. Тюмень,,,"Областные соревнования ""Юный спасатель""",,,,Бойко М.С.,0,https://vk.com/vsks72?w=wall-196504578_1578 https://vk.com/vsks72?w=wall-196504578_1583,,Региональный,судья на станции,Да
1910,0,0,0,,0,общественная,благодарность,,,2025-10-06T19:00:00.000Z,,Член Регионального отделения ТРО МООО РСО,,,Государственный Аграрный Университет Северного Зауралья  ,,,Штаб студенческих отрядов ГАУ Северного Зауралья ,,,,Волков В.В,0,,,Университетский,боец студотряда,Нет
1911,0,0,0,,0,учебная,диплом,,,2025-05-06T19:00:00.000Z,,Ректор ТюмГУ,,2.0,Тюменский государственный университет,,,"Всероссийская научная конференция студентов, аспирантов и молодых учёных «МАТЕМАТИЧЕСКОЕ И ИНФОРМАЦИОННОЕ МОДЕЛИРОВАНИЕ»",,,,Иван Романчук,0,https://www.utmn.ru/scs/novosti/main/1288941/,,Всероссийский,,Нет
1912,0,0,0,,0,общественная,благодарность,,,2025-09-20T19:00:00.000Z,,Директор центра рекрутинга и развития ТюмГУ,,,г. Тюмень,,,Всероссийский день физики на базе Тюменского государственного университета,,,,Рейн Дарья Андреевна,0,,,Всероссийский,волонтёр,Да
1917,0,0,0,,0,общественная,благодарность,,,2025-09-30T19:00:00.000Z,,Руководитель Тюменского РО ВСКС,,,г. Тюмень,,,"III студенческий слёт Тюменской области ""Территория безопасности""",,,,Бойко М.С.,0,https://vk.com/vsks72?w=wall-196504578_1593 https://vk.com/vsks72?w=wall-196504578_1597 https://vk.com/vsks72?w=wall-196504578_1613 https://vk.com/vsks72?w=wall-196504578_1615 ,,Региональный,куратор команды,Да
1918,0,0,0,,0,общественная,благодарность,,,2025-03-30T19:00:00.000Z,,"Директор Департамента по общественным связям, коммуникациям и молодежной политике Тюменской области",,,г. Тюмень,,,"XXX Областной фестиваль ""Студенческая весна""",,,,И.А. Широкова,0,,,Региональный,волонтёр,Да
1920,0,0,0,,0,учебная,диплом,,,2025-04-23T19:00:00.000Z,,"Президент РФСОО ""Федерация спортивного программирования Тюменской области""",,2.0,Тюмень,,,Чемпионат Тюменской области по спортивному программированию (программирование алгоритмическое) ,,,,Сенкевич Л. Б.,0,https://www.utmn.ru/scs/novosti/main/1288505/,,Региональный,,Нет
1923,0,0,0,,0,общественная,благодарность,,,2026-10-02T19:00:00.000Z,,Руководитель Тюменского РО ВСКС,,,г. Тюмень,,,I слёт Школьных спасательных отрядов Тюменской области,,,,Бойко М.С.,0,https://vk.com/vsks72?w=wall-196504578_1602,,Региональный,куратор команды,Да
1925,0,0,0,"Соловьева Анастасия Юрьевна, Изосимова Ксения Степановна, Попов Вадим Владимирович, Чернышева Татьяна Юрьевна",0,научно-исследовательская,научная статья,25.0,,,2025-05-28T19:00:00.000Z,,"Соловьева А.Ю., Изосимова К.С., Попов В.В., Чернышева Т.Ю. Использование больших языковых моделей для расчета показателей климатических рисков // Информационные технологии в высокотехнологичных производствах (ВТП) : Сборник тезисов докладов III Всероссийской молодежной научной конференции, Санкт-Петербург, 13–14 марта 2025 года. – Санкт-Петербург: Балтийский государственный технический университет ""ВОЕНМЕХ"" им. Д.Ф. Устинова, 2025. – С. 207-209. URL: https://elibrary.ru/item.asp?id=82357104.",,,Санкт-Петербург,,,Использование больших языковых моделей для расчета показателей климатических рисков,,,,1,,,<NULL>,,Да
1928,0,0,0,,0,общественная,благодарность,,,2025-10-03T19:00:00.000Z,,"Руководитель группы молодежных проектов, начальник управления молодежной политики",,,г. Тюмень,,,Лаборатория бренда,,,,Степанчук Д.Ю.,0,https://vk.com/utmnpic?w=wall-206780885_243,,Университетский,куратор команды,Да
1929,0,0,0,"Изосимова Ксения Степановна, Соловьева Анастасия Юрьевна, Попов Вадим Владимирович",0,научно-исследовательская,научная статья,33.0,,,2025-10-29T19:00:00.000Z,,"Изосимова К.С., Соловьева А.Ю., Попов В.В. Использование информационных технологий для оценки климатических рисков // Прогрессивные технологии и экономика в машиностроении: Сборник трудов XVI Всероссийской научно-практической конференции для студентов и учащейся молодежи, Юрга, 09-11 апреля 2025 года. – Томск: Национальный исследовательский Томский политехнический университет, 2025. – С. 265-267. URL: https://elibrary.ru/item.asp?id=83112173.",,,Томск,,,Использование информационных технологий для оценки климатических рисков,,,,1,,,<NULL>,,Да
1930,0,0,0,,0,общественная,благодарность,,,2025-10-04T19:00:00.000Z,,Президент кинофестиваля,,,г. Тюмень,,,"XII Международный фестиваль детского и семейного кино ""Ноль плюс""",,,,Данн Н.,0,https://vk.com/zeroplusfest?w=wall-72516226_9383,,Международный,волонтёр,Да
1932,0,0,0,,0,общественная,благодарность,,,2025-03-14T19:00:00.000Z,,"Руководитель группы молодёжных  проектов, начальник управления  молодёжной политики",,,"г. Тюмень, ул. Республики, 9",,,Весенний кубок студенческой лиги КВН ТюмГУ «Юмор на Туре»,,,,Степанчук Д.Ю.,0,https://vk.com/kvnutmn?from=search&w=wall-60966734_1325,,Университетский,волонтёр,Да
1935,0,0,0,,0,общественная,благодарность,,,2025-10-24T19:00:00.000Z,,"Генеральный директор АНО ""Таврида.Арт""",,,"Республика Крым, г. Судак",,,Зелёный фестиваль,,,,Артемьева К.,0,https://vk.com/ligadobrovoltsev?w=wall-42898650_12258,,Всероссийский,волонтёр работы со зрителями,Да
1936,0,0,0,"Изосимова Ксения Степановна, Соловьева Анастасия Юрьевна, Попов Вадим Владимирович, Краснова Валерия Сергеевна, Чернышева Татьяна Юрьевна",0,научно-исследовательская,научная статья,20.0,,,2025-08-15T19:00:00.000Z,,"Изосимова К.С., Попов В.В., Соловьева А.Ю., Краснова В.С., Чернышева Т.Ю. Разработка интеллектуальной СППР для составления рекомендаций по адаптации к климатическим рискам // Математическое и информационное моделирование : материалы Всероссийской конференции молодых ученых, Тюмень, 22-30 апреля 2025 года. - Тюмень: ТюмГУ-Press, 2025. - C. 82-85. URL: https://elibrary.ru/item.asp?id=82747604.",,,Тюмень,,,Разработка интеллектуальной системы поддержки принятия решений для составления рекомендаций по адаптации к климатическим рискам,,,,1,,,<NULL>,,Да
1937,0,0,0,"Бакановская Людмила Николаевна (RU), Вдовин Евгении Петрович (RU), Ермаков Андрей Александрович (RU), Шевляков Артём Николаевич (RU), Хузяхметов Роман Ренатович (RU), Лукьяненко Алена Евгеньевна (RU), Соболев Илья Сергеевич (RU), Калев Дмитрий Евгеньевич (RU), Кравец Виктория Дмитриевна (RU), Миляев Михаил Владимирович (RU), Афонасьев Андрей Дмитриевич (RU), Шевцова Ангелина Александровна (RU), Волков Дмитрий Евгеньевич (RU), Фень Антон Ильич (RU), Строжкова Лидия Сергеевна (RU), Ермаков Николай Владимирович (RU), Сидоров Андрей Юрьевич (RU), Третьяков Денис Сергеевич (RU), Бочкарев Владислав Анатольевич (RU), Орлов Андрей Андреевич (RU), Ульянова Ирина Анатольевна (RU), Бота Елена Васильевна (RU), Зыков Александр Вадимович (RU), Меньщикова Анна Сергеевна (RU), Глушков Вениамин Сергеевич (RU)",0,научно-исследовательская,патент,3.846,2025-08-10T19:00:00.000Z,,,,,,,,,,,2025624532,,,0,,,<NULL>,,Да
1938,0,0,0,,0,общественная,благодарность,,,2025-04-02T19:00:00.000Z,,Директор Центра развития карьеры и взаимодействия с выпускниками,,,"г. Тюмень, ул. Перекопская 15а",,,"Форум ""Карьерный маркетплейс""",,,,А.С. Ларионов,0,https://vk.com/club76818018,,Университетский,волонтёр,Да
1939,0,0,0,"А.А. Леонов, Н.Д. Бабушкин, Д.К. Ким, М.С. Воробьева",0,научно-исследовательская,научная статья,30.0,,,2025-08-15T19:00:00.000Z,,"А.А. Леонов, Н.Д. Бабушкин, Д.К. Ким, М.С. Воробьева. Автоматизация сбора и обработки открытых данных на примере финансовых отчетов вузов: Материалы Всероссийской конференции молодых ученых. – Тюмень : ТюмГУ-Press, 2025. – Вып. 23. РИНЦ. ",,,Elibrary,,,"""Автоматизация сбора и обработки открытых данных на примере финансовых отчетов вузов""",,,,1,,,<NULL>,,Нет
1943,0,0,0,,0,общественная,благодарность,,,2025-04-08T19:00:00.000Z,,"Руководитель группы молодёжных  проектов, начальник управления  молодёжной политики",,,"г. Тюмень, ул. Республики, 9",,,XXX Областной фестиваль «Студенческая весна»,,,,Д.Ю. Степанчук,0,https://vk.com/studvesna_72?from=search,,Региональный,волонтёр,Да
1945,0,0,0,,0,научно-исследовательская,диплом,,,2025-04-08T19:00:00.000Z,,Директор Юргинского технологического института Томского политехнического университета,,2.0,Юрга,,,XVI Всероссийская научно-практическая конференция для студентов и учащейся молодежи «Прогрессивные технологии и экономика в машиностроении»,,,,Солодский С. А.,0,http://uti.tpu.ru/nauchnaya_deyatelnost/konferencii/xvi_vnpk_dlya_studentov_i_uchashchejsya_molodezhi_progressivnye_tehnologii_i_ehkonomika_v_mashinostroenii/,,Всероссийский,,Да
1948,0,0,0,,0,научно-исследовательская,диплом,,,2025-04-24T19:00:00.000Z,,Ректор Тюменского государственного университета,,3.0,Тюмень,,,"Всероссийская научная конференция студентов, аспирантов и молодых ученых «МАТЕМАТИЧЕСКОЕ И ИНФОРМАЦИОННОЕ МОДЕЛИРОВАНИЕ»",,,,Романчук И. С.,0,https://www.utmn.ru/scs/novosti/ekspertnoe-mnenie/1261164/,,Всероссийский,,Да
1950,0,0,0,,0,общественная,благодарность,,,2025-06-04T19:00:00.000Z,,Ректор Тюменского государственного университета,,,"г. Тюмень, ул. Республики, 9",,,Международная научная конференция по когнитивной лингвистике «Когнитивные исследования в цифровую эпоху»,,,,И.С. Романчук,0,https://mgimo.ru/about/news/departments/cognitive-research-in-the-digital-age-06-25/?utm_source=yandex.ru&utm_medium=organic&utm_campaign=yandex.ru&utm_referrer=yandex.ru,,Международный,волонтёр,Да
1953,0,0,0,,0,общественная,благодарность,,,2025-04-24T19:00:00.000Z,,"Директор Финансово-экономического института, проректор",,,"г. Тюмень, ул. Ленина, 16",,,50-летие создания экономического факультета  в Тюменском государственном университете,,,,Д.В. Лазутина,0,https://vk.com/fei_utmn?from=search&w=wall-82470_6981,,Университетский,волонтёр,Да
1958,0,0,0,,0,общественная,благодарность,,,2025-06-06T19:00:00.000Z,,Руководитель центра  молодежных инициатив ТюмГУ,,,"г. Тюмень, ул. Республики, 9",,,Отчетный концерт творческих объединений «UTMN STAR 2025»,,,,Конищева А. О.,0,https://vk.com/utmnstar?from=search,,Университетский,волонтёр,Да
1960,0,0,0,,0,общественная,благодарность,,,2025-06-25T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,"г. Тюмень, ул. Республики, 9",,,Конкурс на присуждение почётного звания «Ты — гордость университета»,,,,Д.Ю. Степанчук,0,https://vk.com/tyumen.university?w=wall-29346_56209,,Университетский,волонтёр,Да
1963,0,0,0,,0,общественная,благодарность,,,2025-07-01T19:00:00.000Z,,Директор Центра развития карьеры и взаимодействия с выпускниками,,,"г. Тюмень, ул. Республики, 9",,,Церемония  вручения дипломов о высшем образовании выпускникам,,,,А.С. Ларионов,0,https://vk.com/tyumen.university?w=wall-29346_56126,,Университетский,волонтёр,Да
1967,0,0,0,"Гильманов Александр Янович (RU), Шевелёв Александр  Павлович (RU), Абатуров Георгий Сергеевич (RU)",0,научно-исследовательская,патент,34.0,2026-01-14T19:00:00.000Z,,,,,,,,,,,2026610773,,,0,,,<NULL>,,Да
1969,0,0,0,,0,научно-исследовательская,диплом,,,2025-12-11T19:00:00.000Z,,И. О. Ректор,,3.0,Тюменский индустриальный университет,,,Международная научно-практическая конференция,,,,Ю. И. Клочков,0,,,Международный,,Нет
1974,0,0,0,,0,общественная,благодарность,,,2025-09-12T19:00:00.000Z,,Председатель Федерации спортивного туризма Тюменской области,,,с. Успенка,,,"XXXI Фестиваль туристов и путешественников ""Одиссея""",,,,Черепанов А.Ю.,0,,,Муниципальный,волонтёр,Да
1977,0,0,0,,0,общественная,благодарность,,,2025-09-16T19:00:00.000Z,,"Руководитель группы молодёжных проектов, начальник управления молодёжной политики",,,г. Тюмень,,," Праздничного забега на 1930 метров, посвящённого 95-летию Тюменского государственного университета",,,,Д.Ю. Степанчук ,0,,,Университетский,волонтёр,Да
1980,0,0,0,,0,культурно-творческая,диплом,,,2025-11-24T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,2.0,Средняя общеобразовательная школа №17,,,Дебют первокурсника,,,,А.Н. Шипулова,0,,,Университетский,,Нет
1981,0,0,0,,0,культурно-творческая,приз,,,2025-11-24T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,,Средняя общеобразовательная школа №17,,,Дебют первокурсника,,,,А.Н. Шипулова,0,,,Университетский,,Нет
1984,0,0,0,,0,культурно-творческая,приз,,,2025-11-24T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,,Средняя общеобразовательная школа №17,,,Дебют первокурсника,,,,А.Н. Шипулова,0,,,Университетский,,Нет
1986,0,0,0,,0,культурно-творческая,награда,,,2025-11-24T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,,Средняя общеобразовательная школа №17,,,Дебют первокурсника,,,,А.Н. Шипулова,0,,,Университетский,,Нет
1991,0,0,0,,0,общественная,благодарность,,,2025-04-24T19:00:00.000Z,,-,,,г. Тюмень,,,«Неделя моды. Сибирь»,,,,Оргкомитет,0,-,,Муниципальный,волонтёр,Да
2001,0,0,0,,0,спортивная,диплом,,,2025-10-10T19:00:00.000Z,,Директор,,2.0,г. Тюмень,,,XV Спартакиада студенческих отрядов Тюменской области по волейболу,,,,Е.В. Хромин,0,,,Региональный,,Нет
2003,0,0,0,,0,спортивная,диплом,,,2025-10-04T19:00:00.000Z,,Директор,,1.0,г. Тюмень,,,XV Спартакиада студенческих отрядов Тюменской области по баскетболу,,,,Е.В. Хромин,0,,,Региональный,,Нет
2009,0,0,0,,0,общественная,благодарность,,,2025-09-28T19:00:00.000Z,,"Директор АУ СОН ТО и ДПО ""Региональный социально-реабилитационный центр для несовершеннолетних ""Семья""",,,Тюмень,,,"Волонтерская деятельность в региональном центре ""Семья""",,,,Перминова Е.В.,0,,,Муниципальный,организатор тренинга для подростков,Нет
2010,0,0,0,,0,учебная,две сессии подряд закрыты на отлично,,,,,,,,,,,,,,,,0,,,<NULL>,,Нет
2011,0,0,0,Васильева Елена Алексеевна,0,научно-исследовательская,научная статья,95.0,,,2025-12-04T19:00:00.000Z,,"Личность в современном образовательном пространстве. Сборник материалов всероссийской научно-практической конференции (4- 5 декабря 2025г.) / Под ред. М.М. Далгатова, У.Ш. Магомедхановой. – Махачкала: АЛЕФ, 2025. 456с.",,,Махачкала,,,Теоретический анализ взаимосвязи онлайн прокрастинации и субъективного отчуждения студенческой молодежи,,,,1,,,<NULL>,,Нет
2016,0,0,0,"Салех С., Мурыгина Е.А., Боме Н.А.",1,научно-исследовательская,научная статья,33.33,,,2024-09-26T19:00:00.000Z,,https://doi.org/10.32634/0869-8155-2024-387-10-134-138,,,Аграрная наука ,,,Оценка морфофизиологических параметров устойчивости различных сортов озимой ржи к хлоридному засолению в лабораторных условиях. ,,,,0,,,<NULL>,,Да
2017,0,0,0,"Салех С., Мурыгина Е.А., Боме Н.А.",1,научно-исследовательская,научная статья,33.33,,,2025-01-13T19:00:00.000Z,,doi: 10.35524/2227-0280_2025_01_29,,,Агропродовольственная политика России,,,СРАВНИТЕЛЬНЫЙ АНАЛИЗ ОЗИМЫХ КУЛЬТУРНЫХ ЗЛАКОВ ПО ИЗМЕНЧИВОСТИ КОЛИЧЕСТВЕННЫХ ПРИЗНАКОВ,,,,1,,,<NULL>,,Да
2031,0,0,0,,0,культурно-творческая,грамота,,,2025-05-18T19:00:00.000Z,,Директор Школы Естественных Наук ,,0.0,"Корпус-05,111 аудитория ",,,Дни Химии,,,,Елышев А.В.,0,https://vk.com/wall-225229298_820,,Университетский,,Нет
2034,0,0,0,,0,культурно-творческая,грамота,,,2025-03-05T19:00:00.000Z,,Руководитель Центра молодежный инициатив ТюмГУ,,0.0,"Корпус-05,111 аудитория ",,,«Мужское І Женское»,,,,Конищева А.О.,0,https://vk.com/wall-225229298_730,,Университетский,,Нет
2035,0,0,0,,0,культурно-творческая,грамота,,,2025-12-19T19:00:00.000Z,,Руководитель Центра молодежный инициатив ТюмГУ,,0.0,"Корпус-07,409 аудитория ",,,«Вечерний Огонек»,,,,Конищева А.О.,0,https://vk.com/wall-217583169_486,,Университетский,,Нет
2036,0,0,0,,0,культурно-творческая,грамота,,,2025-09-04T19:00:00.000Z,,Руководитель Центра молодежный инициатив ТюмГУ,,0.0,Корпус-13,,,«ПосвяШЕНие»,,,,Конищева А.О.,0,https://vk.com/connection.shen?z=video-225229298_456239078,,Университетский,,Нет
2037,0,0,0,,0,культурно-творческая,грамота,,,2025-09-25T19:00:00.000Z,,Руководитель Центра молодежный инициатив ТюмГУ,,0.0,Главный корпус,,,«Капустник»,,,,Конищева А.О.,0,https://vk.com/wall-225229298_1042,,Университетский,,Нет
2038,0,1,0,А.О. Шестакова; И.Н. Глухих; И.В. Чистяков; И.Е. Павлук; Р.Э. Долгодворов,0,научно-исследовательская,научная статья,20.0,,,2025-03-31T19:00:00.000Z,,"Shestakova A.O., Glukhikh I.N., Chistyakov I.V., Pavluk I.E., Dolgodvorov R.E. Automation of the Preliminary Assessment in the Design of Commercial Roads: Materials International scientific and practical conference “Smart cities and sustainable development of regions” (SMARTGREENS 2024): LLC Institute of Digital Economics and Law, 2024. – 1052 p. (РИНЦ, под редакцией в Scopus)(https://doi.org/10.63550/ICEIP.2025.1.1.050)",,,SMARTGREENS 2024,,,Automation of the Preliminary Assessment in the Design of Commercial Roads,,,,1,,,<NULL>,,Нет
2040,0,0,0,,0,культурно-творческая,грамота,,,2025-04-26T19:00:00.000Z,,Проректор по воспитательной работе ТюмГУ,,0.0,Тюмень,,,«Вальс Победы»,,,,Загвязинская О.А.,0,https://vk.com/wall-142012747_20043,,Университетский,,Нет
2045,0,0,0,,0,культурно-творческая,диплом,,,2025-04-06T19:00:00.000Z,,"Директор департамента по общественным связям, коммуникациям и молодежной политике Тюменской области",,3.0,г. Тюмень,,,областная Студенческая весна,,,,Широкова И.А,0,,,Региональный,,Да
2046,0,0,0,,0,общественная,благодарность,,,2025-09-17T19:00:00.000Z,,"Руководитель группы молодежных проектов, начальник управления молодежной политики",,,Глав клуб,,,UTMN PARTY,,,,Д.Ю.Степанчук,0,https://vk.ru/wall-142012747_21889,,Университетский,волонтер,Нет
2048,0,0,0,,0,учебная,диплом,,,2025-10-06T19:00:00.000Z,,"Первый вице-президент международной ассоциации ""Антиконтрафакт""",,2.0,Минск,,,"VII Международный молодежный форум ""Антиконтрафакт-М""",,,,Б.Б. Хамзатов,0,https://anticounterfeight.org/tpost/vgc7scsxu1-forum-antikontrafakt-m-molodie-spetsiali ,,Международный,,Нет
2054,0,0,0,,0,общественная,благодарность,,,2025-10-16T19:00:00.000Z,,"Руководитель регионального отделения Всероссийского общественного движения ""Волонтеры культуры"" Тюменской области",,,Музейный комплекс им. И.Я.Словцова,,,Подготовка материала для мастер-класса,,,,Киселева М.А,0,https://dobro.ru/event/11369058,,Муниципальный,волонтер,Нет
2057,0,0,0,,0,общественная,благодарность,,,2025-10-17T19:00:00.000Z,,"Директор образовательной выставки ""Навигатор поступления""",,,"Отель ""Ремезов""",,,"Образовательная выставка ""Навигатор поступления""",,,,Орлов Е.С.,0,https://dobro.ru/event/11373908,,Всероссийский,волонтер,Нет
2062,0,0,0,Коринь Виктория Владимировна,0,научно-исследовательская,научная статья,100.0,,,2025-05-14T19:00:00.000Z,,https://www.elibrary.ru/item.asp?id=82403337 ,,,LAW AFTERKNOWN: ПРАВО ЗА ГРАНЬЮ ОБЫДЕННОГО Материалы IV Международного молодежного юридического форума,,,Биометрические данные как главный способ идентификации личности,,,,1,,,<NULL>,,Нет
2064,0,0,0,,0,общественная,благодарность,,,2025-10-20T19:00:00.000Z,,"Директор МАУ ""ТГМЦ""",,,"Центр искусств и культуры ""Пионер""",,,"Областной тур Международного молодежного конкурса патриотической песни ""Димитриевская суббота""",,,,Г.Н.Закожурникова,0,https://dobro.ru/event/11377494,,Региональный,волонтер,Нет
2068,0,0,0,,0,общественная,благодарность,,,2025-10-29T19:00:00.000Z,,"Руководитель группы молодежных проектов, начальник управления молодежной политики",,,Главный корпус Тюменского государственного университета,,,"Фестиваль ""Дебют первокурсника-2025""",,,,Д.Ю.Степанчук,0,https://vk.ru/wall-142012747_22263,,Университетский,волонтер,Нет
2071,0,0,0,,0,общественная,благодарность,,,2025-11-22T19:00:00.000Z,,Директор центра рекрутинга и развития ТюмГУ,,,Главный корпус Тюменского государственного университета,,,День открытых дверей Школы Естественных Наук,,,,Рейн Д.А.,0,,,Университетский,волонтер,Нет
2073,0,0,0,,0,общественная,благодарность,,,2025-11-24T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,,Тобольск ,,,«Дебют первокурсника - 2025»,,,,Шипулова А.Н.,0,,,Университетский,организатор,Нет
2074,0,0,0,,0,общественная,благодарность,,,2025-11-27T19:00:00.000Z,,Директор департамента ,,,Музейный комплекс им. И.Я.Словцова,,,"Форум тюменской молодежи ""МОСТ-2025""",,,,И.АДолгачева,0,https://dobro.ru/event/11430048,,Муниципальный,волонтер,Нет
2075,0,0,0,,0,учебная,две сессии подряд закрыты на отлично,,,,,,,,,,,,,,,,0,,,<NULL>,,Нет
2078,0,0,0,,0,общественная,благодарность,,,2025-12-01T19:00:00.000Z,,Руководитель центра добровольцев управления молодежной политики ,,,Главный корпус Тюменского государственного университета,,,Фестиваль добровольчества ТюмГУ,,,,Ошуркова Е.Я.,0,https://vk.ru/wall-142012747_22419,,Университетский,волонтер,Нет
2080,0,0,0,,0,спортивная,грамота,,,2025-02-12T19:00:00.000Z,,И.о. директора Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ,,2.0,Тобольск ,,,"соревнования по пулевой стрельбе Спартакиады среди студентов Тобольского пединститута им. Д.И. Менделеева (филиала) ТюмГУ «Время первых», посвященной 80-летию Победы в Великой Отечественной войне среди команд ВО",,,,Шипулова А.Н.,0,,,Университетский,,Нет
2082,0,0,0,,0,общественная,благодарность,,,2025-12-26T19:00:00.000Z,,Директор департамента ,,,Контора пароходства,,,"Открытие катков в рамках проекта ""Тюменский лед""",,,,И.АДолгачева,0,https://dobro.ru/event/11487605,,Муниципальный,волонтер,Нет
